;;0114 Upplands Väsby;0115 Vallentuna;0117 Österåker;0120 Värmdö;0123 Järfälla;0125 Ekerö;0126 Huddinge;0127 Botkyrka;0128 Salem;0136 Haninge;0138 Tyresö;0139 Upplands-Bro;0140 Nykvarn;0160 Täby;0162 Danderyd;0163 Sollentuna;0180 Stockholm;0181 Södertälje;0182 Nacka;0183 Sundbyberg;0184 Solna;0186 Lidingö;0187 Vaxholm;0188 Norrtälje;0191 Sigtuna;0192 Nynäshamn;0305 Håbo;0319 Älvkarleby;0330 Knivsta;0331 Heby;0360 Tierp;0380 Uppsala;0381 Enköping;0382 Östhammar;0428 Vingåker;0461 Gnesta;0480 Nyköping;0481 Oxelösund;0482 Flen;0483 Katrineholm;0484 Eskilstuna;0486 Strängnäs;0488 Trosa;0509 Ödeshög;0512 Ydre;0513 Kinda;0560 Boxholm;0561 Åtvidaberg;0562 Finspång;0563 Valdemarsvik;0580 Linköping;0581 Norrköping;0582 Söderköping;0583 Motala;0584 Vadstena;0586 Mjölby;0604 Aneby;0617 Gnosjö;0642 Mullsjö;0643 Habo;0662 Gislaved;0665 Vaggeryd;0680 Jönköping;0682 Nässjö;0683 Värnamo;0684 Sävsjö;0685 Vetlanda;0686 Eksjö;0687 Tranås;0760 Uppvidinge;0761 Lessebo;0763 Tingsryd;0764 Alvesta;0765 Älmhult;0767 Markaryd;0780 Växjö;0781 Ljungby;0821 Högsby;0834 Torsås;0840 Mörbylånga;0860 Hultsfred;0861 Mönsterås;0862 Emmaboda;0880 Kalmar;0881 Nybro;0882 Oskarshamn;0883 Västervik;0884 Vimmerby;0885 Borgholm;0980 Gotland;1060 Olofström;1080 Karlskrona;1081 Ronneby;1082 Karlshamn;1083 Sölvesborg;1214 Svalöv;1230 Staffanstorp;1231 Burlöv;1233 Vellinge;1256 Östra Göinge;1257 Örkelljunga;1260 Bjuv;1261 Kävlinge;1262 Lomma;1263 Svedala;1264 Skurup;1265 Sjöbo;1266 Hörby;1267 Höör;1270 Tomelilla;1272 Bromölla;1273 Osby;1275 Perstorp;1276 Klippan;1277 Åstorp;1278 Båstad;1280 Malmö;1281 Lund;1282 Landskrona;1283 Helsingborg;1284 Höganäs;1285 Eslöv;1286 Ystad;1287 Trelleborg;1290 Kristianstad;1291 Simrishamn;1292 Ängelholm;1293 Hässleholm;1315 Hylte;1380 Halmstad;1381 Laholm;1382 Falkenberg;1383 Varberg;1384 Kungsbacka;1401 Härryda;1402 Partille;1407 Öckerö;1415 Stenungsund;1419 Tjörn;1421 Orust;1427 Sotenäs;1430 Munkedal;1435 Tanum;1438 Dals-Ed;1439 Färgelanda;1440 Ale;1441 Lerum;1442 Vårgårda;1443 Bollebygd;1444 Grästorp;1445 Essunga;1446 Karlsborg;1447 Gullspång;1452 Tranemo;1460 Bengtsfors;1461 Mellerud;1462 Lilla Edet;1463 Mark;1465 Svenljunga;1466 Herrljunga;1470 Vara;1471 Götene;1472 Tibro;1473 Töreboda;1480 Göteborg;1481 Mölndal;1482 Kungälv;1484 Lysekil;1485 Uddevalla;1486 Strömstad;1487 Vänersborg;1488 Trollhättan;1489 Alingsås;1490 Borås;1491 Ulricehamn;1492 Åmål;1493 Mariestad;1494 Lidköping;1495 Skara;1496 Skövde;1497 Hjo;1498 Tidaholm;1499 Falköping;1715 Kil;1730 Eda;1737 Torsby;1760 Storfors;1761 Hammarö;1762 Munkfors;1763 Forshaga;1764 Grums;1765 Årjäng;1766 Sunne;1780 Karlstad;1781 Kristinehamn;1782 Filipstad;1783 Hagfors;1784 Arvika;1785 Säffle;1814 Lekeberg;1860 Laxå;1861 Hallsberg;1862 Degerfors;1863 Hällefors;1864 Ljusnarsberg;1880 Örebro;1881 Kumla;1882 Askersund;1883 Karlskoga;1884 Nora;1885 Lindesberg;1904 Skinnskatteberg;1907 Surahammar;1960 Kungsör;1961 Hallstahammar;1962 Norberg;1980 Västerås;1981 Sala;1982 Fagersta;1983 Köping;1984 Arboga;2021 Vansbro;2023 Malung-Sälen;2026 Gagnef;2029 Leksand;2031 Rättvik;2034 Orsa;2039 Älvdalen;2061 Smedjebacken;2062 Mora;2080 Falun;2081 Borlänge;2082 Säter;2083 Hedemora;2084 Avesta;2085 Ludvika;2101 Ockelbo;2104 Hofors;2121 Ovanåker;2132 Nordanstig;2161 Ljusdal;2180 Gävle;2181 Sandviken;2182 Söderhamn;2183 Bollnäs;2184 Hudiksvall;2260 Ånge;2262 Timrå;2280 Härnösand;2281 Sundsvall;2282 Kramfors;2283 Sollefteå;2284 Örnsköldsvik;2303 Ragunda;2305 Bräcke;2309 Krokom;2313 Strömsund;2321 Åre;2326 Berg;2361 Härjedalen;2380 Östersund;2401 Nordmaling;2403 Bjurholm;2404 Vindeln;2409 Robertsfors;2417 Norsjö;2418 Malå;2421 Storuman;2422 Sorsele;2425 Dorotea;2460 Vännäs;2462 Vilhelmina;2463 Åsele;2480 Umeå;2481 Lycksele;2482 Skellefteå;2505 Arvidsjaur;2506 Arjeplog;2510 Jokkmokk;2513 Överkalix;2514 Kalix;2518 Övertorneå;2521 Pajala;2523 Gällivare;2560 Älvsbyn;2580 Luleå;2581 Piteå;2582 Boden;2583 Haparanda;2584 Kiruna
;55-64 år;5392;4220;5822;6019;8943;3740;12897;10700;1897;10311;6209;3325;1372;8923;4028;8945;112081;12171;12717;5411;8407;5680;1685;9121;5792;3817;2768;1322;1972;1986;2791;24140;5919;3001;1237;1446;7091;1510;2196;4360;12974;4841;1928;706;546;1341;792;1536;2871;1106;17882;17091;1916;5685;1074;3332;948;1198;881;1287;3954;1753;15974;3897;4532;1443;3475;2194;2228;1213;1026;1672;2421;2081;1257;10180;3727;822;1046;2000;2071;1785;1324;8114;2714;3387;5001;2073;1646;8385;1905;7744;3622;4293;2439;1741;2867;2238;4898;1830;1457;1986;3613;2954;2449;2141;2828;2098;2270;1812;1643;1680;963;2312;1823;2230;36314;12670;5679;17973;3640;4204;4184;6184;10571;2922;5572;6729;1383;12396;3468;5922;8358;10981;4674;4622;1937;3455;2338;2303;1334;1382;1806;622;902;3577;4939;1472;1178;805;777;919;810;1635;1335;1277;1900;4558;1482;1266;2095;1891;1439;1338;64234;8030;6187;2060;7148;1598;5161;7179;4834;13294;3238;1694;3330;5258;2432;6617;1163;1757;4178;1520;1230;1666;601;1925;540;1462;1302;1313;1987;11121;3377;1364;1875;3312;2142;975;856;2008;1377;964;712;16942;2384;1717;3923;1359;3056;696;1325;1215;2121;804;18647;2941;1663;3397;1922;952;1383;1411;2156;1510;983;1009;1591;2629;6891;6247;1455;2200;2913;3347;864;1382;1543;1326;2511;12776;5057;3552;3492;4881;1429;2346;3142;12310;2682;2596;6960;797;968;1916;1617;1451;999;1442;7493;904;294;674;911;559;429;858;365;354;1068;883;370;13462;1551;9228;862;419;737;497;2209;609;803;2503;1056;9903;5327;3589;1323;3112
;65-74 år;3915;2693;4292;4391;6563;2406;8294;7331;1291;7279;3728;2407;951;6100;2763;5798;83919;8372;8965;4046;6612;4534;1366;8848;3720;3258;1974;1199;1525;1843;2523;21083;4880;3231;1236;1417;6616;1583;2352;4059;10711;4391;1880;747;602;1382;771;1481;2656;1220;14357;14171;1983;5289;1180;2984;876;1073;913;1234;3086;1504;13155;3423;3879;1362;3310;2318;2112;1134;1029;1725;2388;1801;1241;9007;3272;831;1057;2392;1909;1798;1246;7192;2351;3189;5257;1924;1999;8278;1611;7236;3468;3825;2298;1397;1979;1707;3799;1630;1250;1553;2879;2161;2099;1819;2384;1918;1904;1820;1543;1577;822;2027;1486;2377;28536;11046;4998;14493;3589;3269;4470;4950;9379;3442;5093;5785;1245;10497;3523;5753;8328;8249;3277;3482;1738;2702;2467;2434;1732;1296;2043;614;935;2721;3608;1356;1061;793;824;1001;882;1508;1395;1306;1594;4215;1456;1243;2029;1804;1322;1296;50023;5735;4694;2259;6223;1603;4486;5721;4694;10828;2984;1606;3058;4673;2126;5642;1280;1509;3697;1475;1106;1683;629;1767;515;1284;1175;1264;1795;9844;3266;1473;1768;3424;2019;929;836;1903;1325;918;732;14702;2175;1702;3453;1426;2955;657;1211;1048;1855;802;14711;2956;1556;3125;1673;889;1372;1365;2323;1776;985;970;1667;2926;7017;5463;1581;2044;3024;3193;942;1310;1612;1373;2678;10578;4545;3648;3542;5016;1366;2117;3245;10833;2738;2813;7043;763;942;1807;1713;1219;1078;1504;7086;1040;327;790;992;601;447;879;377;393;934;924;437;11910;1533;9093;811;382;758;550;2286;836;1088;2253;1018;8437;5277;3663;1590;2445
;75-84 år;3310;2303;3841;3317;5371;2169;6021;5228;1358;5848;3573;1911;868;6113;2806;4840;54556;6202;7201;2393;4864;4135;1143;7262;2918;2731;1762;926;1017;1298;2004;15348;3811;2413;973;1106;5558;1399;1854;3059;8510;3525;1475;589;460;1045;563;1239;2133;1030;11109;10880;1472;3948;989;2407;576;763;726;924;2365;1151;10622;2649;2847;1012;2572;1683;1905;875;800;1290;1628;1307;974;6929;2653;581;780;1694;1462;1351;1014;5455;2052;2721;4336;1543;1640;6252;1392;5833;2932;3305;1837;1021;2111;1303;3888;1321;972;1168;2570;2343;1569;1267;1719;1297;1411;1376;1248;1299;603;1511;1130;1948;18903;8498;3729;10752;3112;2438;3504;3900;7397;2570;4110;4837;885;8405;2612;4368;6159;7129;2505;2475;1336;2219;1759;1851;1182;1029;1446;562;604;2355;3220;950;805;551;525;901;652;1120;1053;979;1085;2986;1029;893;1460;1327;1127;917;33408;4111;3883;1713;4594;1170;3612;4339;3762;8445;2340;1313;2680;3805;1682;4259;979;1221;2789;1189;774;1301;464;1268;388;1106;964;978;1281;7524;2541;1113;1320;2567;1655;686;594;1422;1098;809;582;11376;1888;1332;3188;1272;2415;525;1032;838;1583;617;12226;2215;1246;2445;1586;756;1058;1028;1926;1480;729;788;1239;2266;5249;4176;1139;1590;2234;2598;649;957;1288;1015;2031;8493;3888;2763;2702;3921;959;1703;2678;8797;2041;2056;5341;561;707;1272;1326;768;786;1135;5522;751;256;578;680;432;308;628;264;294;776;671;337;8526;1145;6685;677;319;493;442;1795;575;776;1636;804;6364;3961;2727;1075;1812
;85-94 år;900;658;922;771;1808;592;1809;1408;378;1497;1117;486;176;1949;1071;1473;17136;2006;2166;680;1569;1443;242;2059;913;718;355;262;252;470;676;4738;1218;728;244;274;1815;445;530;1079;2671;929;332;187;131;349;165;386;726;256;4074;3437;414;1374;338;798;188;241;192;239;886;336;3776;881;1000;404;923;595;702;308;273;526;644;522;393;2403;999;172;244;452;515;459;344;1959;744;872;1416;576;496;1993;538;1972;1025;1096;601;282;686;412;1033;416;294;299;693;763;459;379;531;449;435;430;367;540;216;499;314;656;6985;2689;1132;3546;929;840;1069;1276;2560;841;1449;1749;326;2976;794;1548;2023;2224;787;922;427;729;508;571;352;375;431;170;213;623;1019;308;230;192;193;235;188;364;377;338;323;1081;317;275;488;398;394;272;11062;1509;1428;552;1776;369;1207;1501;1193;3073;751;478;866;1281;542;1525;303;461;1089;395;296;461;120;405;173;351;303;335;454;2698;843;408;493;1029;623;211;215;400;328;262;182;3409;475;375;1008;341;714;142;313;246;526;173;4007;676;445;890;472;234;385;303;558;490;269;276;352;709;1681;1350;338;504;784;826;177;317;442;264;675;2686;1223;863;930;1145;334;485;853;2782;630;770;1770;207;196;327;457;234;268;403;1734;267;117;194;208;146;114;229;109;121;243;229;118;2695;394;2274;256;113;193;164;641;171;270;638;320;2145;1189;922;308;675
2022M07;5-14 år;6359;5112;6478;6226;10750;4598;16111;13058;2563;12872;6843;4487;1703;10359;4679;10489;106641;12651;15230;5906;7832;6546;1588;6858;7064;3574;3119;1162;3220;1685;2597;27444;6118;2466;1023;1494;7078;1385;1851;4235;13643;4954;1877;578;366;1121;616;1276;2585;721;19285;17757;1915;5155;704;3525;887;1135;930;2182;3709;1966;17356;4010;4196;1519;3481;2107;2153;1099;1143;1327;2737;2551;1194;11796;3200;697;723;2012;1638;1493;1043;8422;2364;3123;3841;1743;889;6643;1421;7687;3569;3631;1872;1934;4176;2720;5216;1885;1220;2164;4714;4042;3668;2051;2255;1898;2249;1580;1528;1620;986;2054;2334;1584;42326;14568;5943;18276;3383;4556;3354;5598;10456;1757;5171;6060;1311;12564;3080;5579;8013;11810;6079;5689;1477;3539;1819;1523;741;1236;1419;517;750;4572;6693;1628;1327;607;731;704;490;1408;936;1054;1836;4310;1297;1089;1870;1536;1322;992;64272;8864;6111;1454;7141;1665;4742;7263;5355;14073;2926;1339;2703;4617;2160;6638;1065;1484;4102;1512;966;1125;380;2609;394;1535;1001;1076;1416;10441;2596;1135;1074;2857;1593;1277;608;2014;973;744;385;19191;3103;1154;3327;1271;2738;453;1253;1069;2070;625;18886;2833;1721;3096;1544;734;1024;1354;1778;991;656;711;1216;2210;7302;6485;1336;1713;2580;3176;611;1031;1279;1085;1953;11969;4441;2786;2983;4193;851;2004;2820;11327;1784;2029;6634;568;632;2236;1223;1472;737;921;7499;748;252;650;795;449;343;600;257;254;1207;655;264;15032;1502;8410;622;247;439;269;1524;339;582;1808;835;8352;4705;2861;1060;2486
;15-24 år;5556;4178;5817;5479;10021;3508;14233;11934;2242;11300;6093;3793;1409;9169;4652;9555;99110;12223;12720;4640;7342;5870;1485;6098;6049;3024;2743;982;2503;1423;2159;33173;5258;2126;1010;1138;6294;1124;1753;4027;13041;4143;1429;527;346;1001;509;1138;2194;669;23246;17211;1390;4705;641;3110;662;1146;815;1405;3465;1641;17967;3658;3851;1361;2931;1918;2167;989;922;1206;2277;1847;1083;12918;2995;536;714;1347;1366;1322;993;8770;2050;2904;3515;1613;894;6124;1348;8250;3099;3429;1809;1553;2973;2240;4084;1637;1127;1830;3783;2835;2443;1794;1908;1565;1683;1416;1390;1403;860;1994;1968;1417;37880;21100;5119;17215;2898;4096;3160;4905;10056;1652;4561;5714;1219;12457;2672;4809;6913;10370;4628;4473;1481;3269;1567;1449;749;1111;1163;459;642;3673;5120;1349;1036;594;531;665;471;1266;884;908;1399;3902;1062;1004;1715;1302;1187;997;68776;7864;5236;1283;6413;1281;4448;7320;4604;13826;2674;1327;2565;4488;2134;6875;861;1318;3926;1208;732;1012;356;1637;342;1167;840;1053;1353;12144;2420;1106;1013;2586;1589;760;506;1659;958;696;406;20602;2485;1154;3392;1043;2441;416;1011;943;1737;567;18325;2351;1420;2860;1492;729;993;1014;1528;1030;716;706;948;2135;6607;6299;1001;1546;2256;2648;507;939;1136;892;1987;12141;4279;2497;2719;4075;904;1976;2590;11385;1792;1800;5728;449;585;1623;1043;1253;712;912;7490;729;236;534;642;367;318;528;196;193;1018;745;273;17792;1342;7932;617;233;402;269;1528;369;575;1596;849;9903;4577;3089;925;2402
;25-34 år;6584;3655;5223;4844;12675;2188;15164;13252;1866;14726;5415;4435;1250;7843;2957;8977;177189;15010;12586;11993;19139;4776;882;7553;7110;3753;2540;1076;2391;1744;2546;41505;6150;2525;966;1213;6881;1379;1538;4180;13966;4049;1545;544;308;1070;604;1274;2522;728;25875;20774;1454;4934;716;3662;822;1064;842;1427;3351;1795;22146;3911;4182;1317;3206;2101;2287;1092;852;1237;2232;2054;1161;14036;3363;505;681;1443;1454;1439;895;10540;2328;3305;3824;1867;790;6857;1556;8332;3035;3734;1891;1767;2525;2526;2627;1676;1204;1993;3074;1430;2373;1906;2187;1847;1837;1487;1280;1404;906;2157;1972;1422;65342;19824;5727;21356;2424;4239;3293;5554;10993;1700;4994;6343;1126;14498;2839;5557;7875;7838;3879;4445;1056;3173;1434;1351;796;1217;1300;524;712;4038;3888;1519;984;612;594;750;437;1225;949;999;1843;4015;1182;1096;1861;1360;1318;975;109744;10502;6273;1354;7394;1633;4822;8517;4850;16197;2889;1271;2969;4877;2303;8861;1015;1547;3925;1303;1051;1183;395;1565;401;1300;1079;1123;1524;14389;2652;1141;1167;2856;1632;1058;525;1948;965;734;428;23510;2682;1158;3766;1079;2627;434;1131;913;2134;587;22574;2633;1504;3110;1664;747;1179;1135;1521;1121;834;725;1034;2307;7318;7155;1259;1712;2675;3128;599;1119;1292;1052;1941;14029;4571;2710;3016;4222;982;2020;2792;12588;1764;1862;6299;551;601;1465;1209;1797;739;1139;8854;711;270;520;704;395;317;557;243;230;1078;726;289;21852;1534;9371;699;270;516;305;1653;349;557;2300;949;10968;5136;3485;855;3221
;35-44 år;7322;4751;6417;5898;12304;3857;17171;13889;2263;14230;6417;4600;1560;9556;3538;10744;151596;14228;14953;9155;14614;6052;1229;7207;7598;3528;2824;1019;2991;1599;2453;31614;5762;2279;848;1419;6854;1353;1490;3770;13307;4728;1710;580;322;1029;569;1173;2501;717;20668;18151;1711;4983;697;3402;800;1105;868;1871;3397;1897;17793;3803;4160;1256;2976;1975;2002;1034;986;1275;2450;2575;1186;12016;3203;584;667;1832;1448;1377;971;8694;2248;2963;3639;1661;981;6505;1329;7914;3329;3484;1831;1909;3863;2908;4522;1645;1179;1937;4353;3037;3432;2080;2281;1873;2151;1606;1512;1518;873;2029;2136;1572;54766;16086;6147;19288;3045;4492;3416;5671;10174;1620;5165;6054;1182;12892;2914;5389;8061;10246;5527;5869;1229;3349;1765;1435;844;1199;1349;514;680;4463;6147;1493;1284;548;633;725;452;1404;867;951;1954;4030;1190;1022;1793;1438;1290;952;86270;10089;5889;1405;6595;1668;4403;7047;5263;14476;2858;1179;2618;4606;2162;7062;1034;1353;3903;1435;953;1133;358;2328;358;1365;942;1074;1275;11390;2519;963;1092;2838;1467;1237;548;1986;883;610;405;19837;2833;1136;3137;1181;2644;406;1107;966;1840;610;20014;2619;1553;2935;1456;659;1080;1141;1707;1024;663;746;1169;2234;7441;6191;1319;1616;2549;3083;567;928;1189;913;1955;12465;4356;2387;2864;4030;846;1986;2818;11671;1706;1901;6426;524;546;1957;1115;1795;727;1061;7863;737;231;629;814;412;293;601;249;230;1088;631;246;17399;1326;8568;651;297;515;280;1500;331;462;2002;820;9344;4908;3086;913;2628
;45-54 år;6639;5330;7307;7072;10968;4670;16291;13174;2483;12864;7444;4074;1707;11018;4934;11120;125426;13580;15959;6555;9510;6949;1878;7335;6908;3838;3372;1213;2892;1590;2565;27306;5896;2536;1061;1472;6870;1315;1909;4003;13341;4996;1873;609;438;1197;669;1462;2698;854;19743;17713;1854;5582;893;3651;745;1294;911;1638;3855;1910;17377;3729;4353;1389;3368;2062;2320;1154;1018;1503;2365;2268;1237;11267;3690;649;842;1920;1536;1575;1129;8672;2359;3438;4295;1820;1159;7213;1573;8433;3618;3971;2223;1966;3789;2521;5680;1826;1254;2165;5013;3992;3287;2197;2458;2016;2254;1554;1618;1556;827;2310;2266;1900;42146;14642;5860;19450;3738;4646;3759;6027;10681;1999;5719;6457;1275;12538;3228;5473;8119;12552;6037;5385;1686;3834;1886;1888;1119;1249;1490;536;802;4369;6417;1519;1299;745;664;807;581;1437;1094;1014;1725;4451;1284;1154;2047;1642;1351;1045;71143;9617;6304;1631;6916;1711;4778;7240;5235;13971;3054;1508;2827;4987;2344;6541;1095;1529;3883;1447;992;1363;466;2313;404;1437;1060;1259;1639;11392;2875;1166;1323;3128;1852;997;669;1991;1201;703;551;19076;3081;1266;3751;1302;2843;500;1225;1063;1912;598;19854;2704;1577;2999;1610;842;1289;1170;1896;1248;798;810;1278;2463;7230;6140;1317;1793;2695;3044;686;1109;1318;1126;2240;12903;4961;3066;3086;4598;1088;2396;2857;12932;2109;2100;6891;546;756;2030;1235;1535;727;1202;7705;859;266;614;709;437;310;612;275;262;1091;700;321;15162;1335;8986;644;295;508;304;1954;426;573;1900;964;9673;5353;3366;1006;2672
;55-64 år;5391;4214;5827;6013;8947;3738;12886;10695;1895;10314;6208;3322;1372;8909;4017;8951;112044;12170;12708;5392;8407;5678;1690;9139;5782;3816;2763;1324;1967;1991;2784;24146;5910;3002;1235;1446;7088;1506;2198;4362;12966;4841;1923;703;545;1343;790;1533;2873;1101;17865;17090;1913;5687;1081;3333;950;1196;877;1285;3954;1753;15985;3887;4531;1444;3483;2191;2226;1214;1023;1672;2428;2081;1259;10167;3733;817;1050;2004;2069;1793;1325;8106;2722;3387;5006;2072;1650;8390;1905;7747;3629;4289;2433;1736;2859;2222;4898;1828;1454;1984;3614;2954;2446;2143;2834;2100;2276;1812;1644;1677;963;2312;1831;2239;36308;12654;5679;17972;3643;4204;4179;6180;10575;2922;5574;6731;1382;12402;3464;5927;8371;10968;4670;4610;1935;3449;2345;2306;1335;1380;1809;617;905;3577;4928;1476;1179;801;773;923;812;1638;1337;1277;1893;4562;1483;1264;2094;1895;1436;1336;64218;8013;6185;2055;7149;1604;5156;7182;4837;13279;3238;1690;3333;5258;2431;6615;1164;1756;4177;1518;1227;1668;601;1924;541;1460;1292;1310;1993;11115;3373;1362;1876;3316;2152;969;861;2010;1381;965;710;16935;2377;1714;3923;1352;3062;694;1324;1214;2125;807;18631;2945;1660;3397;1917;952;1387;1413;2158;1512;981;1010;1593;2635;6878;6244;1456;2204;2915;3346;864;1377;1543;1329;2510;12773;5050;3547;3493;4878;1429;2348;3137;12307;2684;2598;6958;794;975;1916;1621;1446;1001;1455;7486;900;294;676;913;562;429;857;367;354;1064;883;368;13460;1547;9220;863;420;739;500;2212;609;803;2499;1054;9907;5331;3589;1324;3092
;65-74 år;3907;2696;4287;4384;6557;2402;8273;7310;1287;7273;3732;2403;948;6099;2760;5799;83778;8361;8947;4050;6592;4536;1369;8846;3718;3262;1966;1197;1525;1845;2517;21064;4866;3222;1233;1415;6605;1584;2349;4058;10684;4386;1881;746;601;1379;769;1482;2653;1215;14340;14152;1979;5281;1184;2984;875;1068;913;1232;3081;1503;13148;3421;3870;1356;3315;2311;2112;1134;1026;1720;2379;1801;1243;8997;3274;833;1060;2396;1903;1801;1245;7186;2348;3182;5256;1926;1994;8274;1607;7225;3469;3826;2297;1391;1973;1702;3799;1630;1248;1547;2881;2158;2099;1817;2374;1911;1906;1827;1544;1580;816;2024;1482;2376;28486;11030;4997;14487;3587;3267;4464;4952;9373;3441;5103;5782;1246;10489;3521;5749;8334;8248;3265;3477;1738;2707;2467;2433;1731;1298;2043;614;935;2718;3594;1356;1063;792;822;1000;881;1512;1396;1308;1593;4212;1456;1243;2024;1798;1318;1296;49926;5725;4676;2256;6221;1603;4481;5710;4688;10814;2978;1610;3060;4674;2125;5643;1282;1508;3696;1482;1104;1691;628;1762;510;1277;1174;1264;1793;9831;3270;1476;1771;3424;2019;926;836;1902;1315;919;731;14694;2170;1706;3445;1426;2949;657;1209;1047;1855;805;14687;2947;1554;3122;1677;889;1373;1363;2320;1773;984;966;1663;2929;7009;5456;1578;2050;3013;3185;936;1304;1608;1371;2677;10567;4545;3645;3535;5010;1366;2116;3240;10822;2738;2808;7042;762;942;1808;1709;1218;1075;1502;7072;1038;329;792;991;602;447;880;376;392;931;923;436;11893;1527;9084;810;381;755;550;2283;838;1086;2251;1019;8423;5278;3664;1592;2437
;75-84 år;3296;2302;3829;3303;5344;2158;5991;5213;1356;5833;3565;1901;868;6100;2806;4828;54410;6180;7185;2379;4856;4126;1143;7248;2911;2727;1760;924;1009;1294;1998;15309;3806;2404;974;1106;5535;1397;1845;3052;8478;3516;1472;586;459;1043;562;1235;2135;1028;11082;10839;1471;3935;983;2403;574;764;725;923;2361;1141;10605;2644;2839;1008;2568;1678;1898;874;801;1281;1622;1304;973;6918;2642;579;777;1693;1456;1348;1013;5442;2045;2713;4328;1537;1633;6236;1389;5814;2926;3303;1830;1018;2106;1301;3874;1316;969;1168;2562;2336;1565;1263;1713;1288;1409;1368;1243;1295;603;1510;1129;1939;18859;8476;3721;10716;3109;2431;3503;3892;7380;2568;4113;4820;884;8388;2602;4354;6153;7118;2499;2469;1336;2219;1753;1848;1179;1025;1444;560;603;2348;3211;942;806;549;521;898;652;1120;1048;977;1081;2978;1021;892;1457;1320;1123;915;33305;4102;3878;1706;4578;1167;3599;4317;3753;8430;2332;1309;2678;3793;1674;4252;980;1217;2781;1182;772;1296;464;1265;385;1107;959;975;1281;7502;2532;1109;1314;2567;1654;686;590;1418;1095;806;579;11351;1881;1331;3174;1269;2409;524;1023;835;1580;614;12205;2206;1245;2445;1579;751;1057;1029;1919;1476;729;783;1227;2258;5233;4168;1138;1585;2232;2590;645;955;1286;1007;2022;8471;3881;2755;2696;3909;958;1697;2675;8773;2034;2052;5320;559;703;1270;1325;763;781;1135;5502;749;256;572;677;430;307;625;262;289;772;667;335;8509;1141;6665;677;316;492;441;1784;574;775;1629;800;6345;3952;2716;1070;1806
;85-94 år;893;656;920;767;1788;589;1794;1400;374;1488;1112;486;176;1934;1056;1457;16989;1985;2148;669;1555;1435;240;2041;901;714;352;260;249;464;669;4702;1206;718;242;274;1800;441;525;1071;2645;928;328;186;130;347;162;382;720;254;4041;3405;410;1356;332;791;186;234;191;238;880;333;3746;877;994;401;909;591;698;308;273;520;640;514;385;2388;993;169;241;446;514;456;343;1949;738;864;1402;572;492;1979;533;1954;1020;1084;594;280;683;409;1024;409;293;292;690;756;455;376;525;447;431;424;365;529;215;498;313;651;6927;2660;1120;3516;918;832;1047;1264;2537;833;1430;1727;318;2942;788;1532;2005;2206;778;904;420;719;507;565;350;371;426;169;211;618;1009;301;228;191;191;235;186;364;375;336;318;1071;316;270;482;395;389;271;10963;1487;1416;544;1755;364;1202;1481;1179;3040;741;475;861;1267;541;1510;299;457;1079;392;295;458;117;402;171;349;299;335;452;2674;836;406;488;1022;618;211;213;399;324;260;181;3368;469;373;998;336;703;141;305;242;521;170;3952;674;442;877;469;228;384;300;551;481;267;274;352;702;1670;1334;336;502;778;821;175;315;438;262;668;2660;1206;854;923;1136;329;475;845;2758;622;760;1755;203;193;326;453;233;264;397;1719;267;115;194;206;145;113;229;108;119;237;229;116;2674;385;2255;253;112;193;160;637;169;267;629;317;2130;1181;909;302;664
2022M08;5-14 år;6360;5115;6482;6231;10784;4586;16125;13040;2564;12859;6842;4493;1707;10365;4689;10488;106507;12656;15278;5888;7789;6567;1590;6837;7089;3569;3114;1160;3239;1689;2584;27457;6134;2457;1009;1489;7088;1390;1850;4226;13639;4962;1884;577;370;1117;618;1270;2584;721;19276;17738;1917;5160;705;3524;882;1129;932;2176;3712;1957;17404;4030;4202;1507;3472;2109;2144;1111;1147;1323;2727;2558;1193;11808;3196;687;721;2012;1644;1501;1046;8426;2371;3122;3854;1745;891;6641;1421;7677;3561;3636;1871;1930;4181;2720;5233;1883;1215;2160;4714;4039;3659;2054;2251;1890;2252;1579;1530;1627;988;2056;2325;1592;42263;14578;5931;18244;3399;4548;3371;5609;10436;1760;5192;6054;1323;12559;3075;5580;8026;11817;6091;5686;1478;3551;1807;1525;744;1235;1415;516;751;4572;6694;1627;1323;607;726;706;495;1416;934;1061;1821;4309;1300;1089;1861;1536;1326;993;64201;8856;6111;1457;7132;1656;4742;7278;5356;14094;2934;1345;2707;4617;2163;6646;1063;1481;4083;1511;968;1126;379;2614;394;1526;1003;1067;1416;10441;2591;1122;1078;2859;1582;1283;610;2013;974;732;384;19159;3099;1155;3323;1274;2709;450;1254;1067;2073;624;18900;2838;1721;3103;1545;736;1026;1357;1794;1003;660;710;1215;2210;7308;6467;1339;1716;2578;3165;612;1029;1281;1090;1958;11949;4468;2777;2981;4188;846;2013;2821;11325;1777;2027;6621;566;641;2236;1221;1489;732;936;7519;754;253;654;792;443;348;600;250;258;1204;653;265;15046;1502;8429;625;246;441;268;1525;336;582;1807;830;8360;4711;2872;1054;2478
